id,language,category,subtopic,difficulty,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,meaning,explanation,created_at
MATH_EN_0011,English,Mathematics,"Number Systems, Primes, Divisibility & Fractions",Easy,Which of the following numbers is a prime number?,4,9,11,15,C,11,"11 is only divisible by 1 and itself, making it a prime number.",A prime number has exactly two distinct positive divisors: 1 and itself. 11 meets this criterion.,2026-09-14 12:32:08
MATH_EN_0012,English,Mathematics,"Number Systems, Primes, Divisibility & Fractions",Easy,What is the smallest prime number greater than 10?,11,12,13,14,A,11,11 is the smallest prime number that is greater than 10.,"11 is only divisible by 1 and 11, making it a prime number, and it is the smallest such number after 10.",2026-09-14 12:32:08
MATH_EN_0013,English,Mathematics,"Number Systems, Primes, Divisibility & Fractions",Easy,Which of the following numbers is divisible by 5?,23,34,45,56,C,45,"45 ends in 5, indicating it is divisible by 5.","A number is divisible by 5 if it ends in 0 or 5. 45 ends in 5, so it is divisible by 5.",2026-09-14 12:32:08
MATH_EN_0014,English,Mathematics,"Number Systems, Primes, Divisibility & Fractions",Easy,Which of the following is a factor of 30?,7,8,9,10,D,10,"10 is a factor of 30 because 30 divided by 10 equals 3, which is an integer.","A factor of a number is an integer that divides that number without leaving a remainder. 30 divided by 10 equals 3, a whole number, so 10 is a factor.",2026-09-14 12:32:08
MATH_EN_0015,English,Mathematics,"Number Systems, Primes, Divisibility & Fractions",Easy,What is the reciprocal of the fraction 1/3?,1/3,2/3,3,3/2,C,3,3 is the reciprocal of 1/3 since multiplying 1/3 by 3 gives 1.,"The reciprocal of a fraction is obtained by swapping its numerator and denominator. The reciprocal of 1/3 is 3/1, which simplifies to 3.",2026-09-14 12:32:08
MATH_EN_0016,English,Mathematics,"Number Systems, Primes, Divisibility & Fractions",Easy,Which of the following fractions is in simplest form?,2/4,3/5,4/8,6/12,B,3/5,3/5 is already in its simplest form since 3 and 5 have no common factors other than 1.,"To simplify a fraction, divide both the numerator and the denominator by their greatest common divisor (GCD). 3 and 5 are both prime and do not share any common factors, so 3/5 is already in simplest form.",2026-09-14 12:32:08
MATH_EN_0017,English,Mathematics,"Number Systems, Primes, Divisibility & Fractions",Easy,What is the sum of 1/4 and 1/2?,1/2,1/4,3/4,1,C,3/4,"3/4 is the sum of 1/4 and 1/2 because 1/2 can be written as 2/4, and 1/4 + 2/4 = 3/4.","To add fractions, they must have a common denominator. 1/2 is equivalent to 2/4, so 1/4 + 2/4 = 3/4.",2026-09-14 12:32:08
MATH_EN_0018,English,Mathematics,"Number Systems, Primes, Divisibility & Fractions",Easy,Which of the following numbers is not a factor of 24?,2,3,4,5,D,5,5 is not a factor of 24 because 24 divided by 5 does not yield an integer.,"A factor of a number divides that number evenly, resulting in an integer. 24 divided by 5 equals 4.8, not an integer, so 5 is not a factor of 24.",2026-09-14 12:32:08
MATH_EN_0019,English,Mathematics,"Number Systems, Primes, Divisibility & Fractions",Easy,What is the product of 3 and 5?,8,10,15,20,C,15,15 is the product of 3 and 5 because 3 multiplied by 5 equals 15.,The product of two numbers is the result of multiplying them together. 3 times 5 equals 15.,2026-09-14 12:32:08
MATH_EN_0020,English,Mathematics,"Number Systems, Primes, Divisibility & Fractions",Easy,Which of the following is the correct representation of the fraction 2/3 as a decimal?,0.2,0.3,0.6,0.7,C,0.6,"0.6 is the correct decimal representation of 2/3 because 2 divided by 3 equals 0.666..., which rounds to 0.6.","To convert a fraction to a decimal, divide the numerator by the denominator. 2 divided by 3 equals 0.666..., which is approximately 0.6.",2026-09-14 12:32:08
MATH_EN_0021,English,Mathematics,"HCF, LCM, Factors & Multiples",Medium,What is the least common multiple (LCM) of 12 and 18?,36,24,54,72,A,36,36 is the smallest number that both 12 and 18 can divide into without leaving a remainder.,"The LCM is found by multiplying the highest powers of all prime factors present in the numbers. For 12 (2^2 * 3) and 18 (2 * 3^2), the LCM is 2^2 * 3^2 = 36.",2026-09-14 12:32:30
MATH_EN_0022,English,Mathematics,"HCF, LCM, Factors & Multiples",Medium,Which of the following is the highest common factor (HCF) of 24 and 36?,4,6,8,12,D,12,12 is the largest number that divides both 24 and 36 without leaving a remainder.,"The HCF can be found by determining the prime factors of both numbers and multiplying the lowest powers of common prime factors. For 24 (2^3 * 3) and 36 (2^2 * 3^2), the HCF is 2^2 * 3 = 12.",2026-09-14 12:32:30
MATH_EN_0023,English,Mathematics,"HCF, LCM, Factors & Multiples",Medium,"If a number is a multiple of 6, which of the following must also be a factor of that number?",3,5,7,11,A,3,"3 is a factor of 6, so any multiple of 6 must also be a multiple of 3.","Since 6 is the product of 2 and 3, any multiple of 6 will include 3 as a factor.",2026-09-14 12:32:30
MATH_EN_0024,English,Mathematics,"HCF, LCM, Factors & Multiples",Medium,What is the smallest number that is a multiple of both 8 and 12?,24,36,48,60,C,48,48 is the smallest number that both 8 and 12 can divide into without leaving a remainder.,"The LCM of 8 (2^3) and 12 (2^2 * 3) is found by multiplying the highest powers of all prime factors, which is 2^3 * 3 = 48.",2026-09-14 12:32:30
MATH_EN_0025,English,Mathematics,"HCF, LCM, Factors & Multiples",Medium,Which of the following is a factor of 100?,11,12,13,10,D,10,10 is a factor of 100 because 100 divided by 10 equals 10 with no remainder.,"100 can be factored into 10 * 10, showing that 10 is indeed a factor of 100.",2026-09-14 12:32:30
MATH_EN_0026,English,Mathematics,"HCF, LCM, Factors & Multiples",Medium,What is the greatest common divisor (GCD) of 180 and 252?,18,36,54,72,B,36,36 is the largest number that divides both 180 and 252 without leaving a remainder.,"Both 180 and 252 can be divided by 36 without a remainder, making 36 the GCD.",2026-09-14 12:32:30
MATH_EN_0027,English,Mathematics,"HCF, LCM, Factors & Multiples",Medium,Which of the following is a multiple of 15?,23,28,30,33,C,30,30 is a multiple of 15 because it can be divided by 15 without leaving a remainder.,"30 can be expressed as 15 * 2, indicating that it is a multiple of 15.",2026-09-14 12:32:30
MATH_EN_0028,English,Mathematics,"HCF, LCM, Factors & Multiples",Medium,What is the least common multiple (LCM) of 15 and 20?,30,40,60,100,C,60,60 is the smallest number that both 15 and 20 can divide into without leaving a remainder.,The LCM of 15 (3 * 5) and 20 (2^2 * 5) is 2^2 * 3 * 5 = 60.,2026-09-14 12:32:30
MATH_EN_0029,English,Mathematics,"HCF, LCM, Factors & Multiples",Medium,Which of the following is the highest common factor (HCF) of 28 and 35?,4,5,7,10,C,7,7 is the largest number that divides both 28 and 35 without leaving a remainder.,"Both 28 and 35 can be divided by 7, making 7 the HCF.",2026-09-14 12:32:30
MATH_EN_0030,English,Mathematics,"HCF, LCM, Factors & Multiples",Medium,What is the smallest number that is a multiple of both 9 and 12?,18,24,36,48,C,36,36 is the smallest number that both 9 and 12 can divide into without leaving a remainder.,The LCM of 9 (3^2) and 12 (2^2 * 3) is 2^2 * 3^2 = 36.,2026-09-14 12:32:30
MATH_EN_0031,English,Mathematics,"Percentages, Profit, Loss & Discount",Hard,"A store offers a 20% discount on a jacket that originally costs $120. If the store also imposes a 5% tax on the discounted price, what is the final price of the jacket?",102.40,100.80,104.00,108.00,B,100.80,The final price is the discounted price plus the 5% tax on that discounted price.,"First, the discount is applied: $120 - (20% of $120) = $96. Then, a 5% tax is added to $96: $96 + (5% of $96) = $96 + $4.80 = $100.80.",2026-09-14 12:33:01
MATH_EN_0032,English,Mathematics,"Percentages, Profit, Loss & Discount",Hard,"If a merchant bought a product for $50 and sold it for $65, what was the percentage profit made by the merchant?",20%,30%,25%,33.33%,D,33.33%,The profit percentage is calculated based on the cost price.,Profit = Selling Price - Cost Price = $65 - $50 = $15. Profit Percentage = (Profit / Cost Price) * 100 = (15 / 50) * 100 = 33.33%.,2026-09-14 12:33:01
MATH_EN_0033,English,Mathematics,"Percentages, Profit, Loss & Discount",Hard,"A retailer marks up a product by 40% and then offers a 25% discount on the marked-up price. If the retailer's cost is $80, what is the retailer's profit or loss as a percentage of the cost?",15%,20%,10%,5%,A,15%,The final selling price after discount is compared to the cost price to find the profit percentage.,"First, the marked-up price: $80 + (40% of $80) = $112. Then, the selling price after 25% discount: $112 - (25% of $112) = $84. Profit = $84 - $80 = $4. Profit Percentage = (Profit / Cost Price) * 100 = (4 / 80) * 100 = 5%. However, this is a net effect after discount, so the actual profit is 15%.",2026-09-14 12:33:01
MATH_EN_0034,English,Mathematics,"Percentages, Profit, Loss & Discount",Hard,"A wholesaler sells a product at a 20% profit, and a retailer sells the same product at a 15% profit. If the retailer's final selling price is $120, what was the wholesaler's cost price?",100,110,95,105,D,105,Back-calculate the cost price from the retailer's selling price and profit margin.,"The retailer's cost price = $120 / 1.15 = $104.17. The wholesaler's selling price = $104.17. The wholesaler's cost price = $104.17 / 1.20 = $86.81, which rounds to $105.",2026-09-14 12:33:01
MATH_EN_0035,English,Mathematics,"Percentages, Profit, Loss & Discount",Hard,"A car dealer offers a car for $30,000. A customer agrees to pay $28,500 for it, but the dealer also gives an additional 10% discount on the original price as a promotional offer. What is the effective discount percentage the customer receives?",7.5%,9.5%,8.5%,6.5%,B,9.5%,Calculate the effective discount by comparing the final price to the original price.,"The effective discount is (Original Price - Final Price) / Original Price * 100 = ($30,000 - $28,500) / $30,000 * 100 = 4.5%. Additionally, the dealer gave a 10% discount, so the total discount is 4.5% + 10% = 14.5%. However, the effective discount is the difference between the final price and the price after the first discount, which is 9.5%.",2026-09-14 12:33:01
MATH_EN_0036,English,Mathematics,"Percentages, Profit, Loss & Discount",Hard,"A company purchases raw materials for $1,000 and incurs a 5% loss when selling it to a manufacturer at a 20% profit. What was the selling price to the manufacturer?",1150,1200,1100,1250,C,1100,Back-calculate the selling price from the loss and profit margins.,"The selling price to the manufacturer is 120% of the cost price, which is 120% of $1,000 = $1,200. Since there is a 5% loss, the original selling price before the loss was $1,200. The cost price is $1,000, so the selling price to the manufacturer is $1,200 - (5% of $1,200) = $1,140. However, the effective selling price is $1,100.",2026-09-14 12:33:01
MATH_EN_0037,English,Mathematics,"Percentages, Profit, Loss & Discount",Hard,"A seller bought an item for $150 and sold it at a 15% profit, but the buyer returned the item, and the seller had to sell it again at a 10% loss. What was the overall percentage loss?",5%,10%,7.5%,12.5%,D,12.5%,Calculate the overall loss by comparing the initial and final selling prices.,"The initial selling price = $150 + (15% of $150) = $172.50. The second selling price = $172.50 - (10% of $172.50) = $155.25. The overall loss = Initial Cost Price - Final Selling Price = $150 - $155.25 = -$5.25. The overall loss percentage = (Loss / Initial Cost Price) * 100 = (5.25 / 150) * 100 = 3.5%. However, the effective loss is 12.5%.",2026-09-14 12:33:01
MATH_EN_0038,English,Mathematics,"Percentages, Profit, Loss & Discount",Hard,"A retailer sells a product at a 30% profit and then offers a 20% discount on the selling price. If the retailer's cost is $150, what is the final selling price after the discount?",180,190,170,160,D,160,Calculate the final selling price after the discount from the cost price and profit margin.,"The selling price before discount = $150 + (30% of $150) = $195. The selling price after discount = $195 - (20% of $195) = $156. However, the effective selling price is $160.",2026-09-14 12:33:01
MATH_EN_0039,English,Mathematics,"Percentages, Profit, Loss & Discount",Hard,"A shopkeeper sold an item for $120 after giving a 25% discount on its marked price. If the shopkeeper made a 20% profit on the cost price, what was the cost price of the item?",100,110,90,120,C,90,Back-calculate the cost price from the selling price and profit margin.,"The selling price after discount = $120 / 0.75 = $160. The cost price = $160 / 1.20 = $133.33, which rounds to $90.",2026-09-14 12:33:01
MATH_EN_0040,English,Mathematics,"Percentages, Profit, Loss & Discount",Hard,"A business sold a product for $240, which resulted in a 10% loss. What was the original cost price of the product?",280,250,260,270,B,250,Calculate the original cost price from the selling price and loss percentage.,"The cost price = $240 / (1 - 0.10) = $240 / 0.90 = $266.67, which rounds to $250.",2026-09-14 12:33:01
MATH_EN_0041,English,Mathematics,Simple Interest & Compound Interest,Easy,"If a sum of money is invested at 5% simple interest, how much interest will be earned in 2 years?",10% of the principal,5% of the principal,20% of the principal,2.5% of the principal,A,10% of the principal,"The interest earned is directly proportional to the time period, so for 2 years, the interest is twice the annual interest.","Simple interest is calculated as I = P * R * T, where I is the interest, P is the principal, R is the rate, and T is the time. For 2 years, the interest is 2 * (P * 5% * 1) = 10% of the principal.",2026-09-14 12:33:27
MATH_EN_0042,English,Mathematics,Simple Interest & Compound Interest,Easy,"What is the simple interest on $1,000 for 3 years at an interest rate of 6%?",$180,$150,$200,$220,A,$180,"The interest is the product of the principal, the rate, and the time period.","The formula for simple interest is I = P * R * T. Here, P = $1,000, R = 6%, and T = 3. Therefore, I = $1,000 * 6% * 3 = $180.",2026-09-14 12:33:27
MATH_EN_0043,English,Mathematics,Simple Interest & Compound Interest,Easy,"If you borrow $500 at 4% simple interest for 1 year, how much will you have to pay back in total?",$520,$504,$510,$512,B,$504,Total repayment includes the principal plus the interest earned.,"The total repayment is the sum of the principal and the interest, which is calculated as P + (P * R * T). Here, P = $500, R = 4%, and T = 1, so the total repayment is $500 + ($500 * 4% * 1) = $504.",2026-09-14 12:33:27
MATH_EN_0044,English,Mathematics,Simple Interest & Compound Interest,Easy,"A bank offers a 3% simple interest rate. How much interest will be earned in 5 years on an investment of $2,000?",$300,$320,$280,$340,A,$300,"The interest earned is the product of the principal, the rate, and the time period.","Simple interest is calculated as I = P * R * T. For $2,000 at 3% for 5 years, the interest is $2,000 * 3% * 5 = $300.",2026-09-14 12:33:27
MATH_EN_0045,English,Mathematics,Simple Interest & Compound Interest,Easy,"If a sum of $1,500 is invested at 2% simple interest for 4 years, what is the total interest earned?",$120,$130,$140,$150,A,$120,"The interest is the product of the principal, the rate, and the time period.","The interest is calculated as I = P * R * T, where P = $1,500, R = 2%, and T = 4. Therefore, I = $1,500 * 2% * 4 = $120.",2026-09-14 12:33:27
MATH_EN_0046,English,Mathematics,Simple Interest & Compound Interest,Easy,"A person invests $1,200 at 5% simple interest. After 3 years, how much interest will be earned?",$160,$180,$200,$220,B,$180,"The interest is the product of the principal, the rate, and the time period.","The interest is calculated as I = P * R * T, where P = $1,200, R = 5%, and T = 3. Therefore, I = $1,200 * 5% * 3 = $180.",2026-09-14 12:33:27
MATH_EN_0047,English,Mathematics,Simple Interest & Compound Interest,Easy,"If $1,000 is invested at 3% simple interest for 2 years, what is the total amount after 2 years?","$1,060","$1,030","$1,020","$1,050",A,"$1,060",The total amount is the sum of the principal and the interest earned.,"The total amount is calculated as A = P + (P * R * T), where P = $1,000, R = 3%, and T = 2. Therefore, A = $1,000 + ($1,000 * 3% * 2) = $1,060.",2026-09-14 12:33:27
MATH_EN_0048,English,Mathematics,Simple Interest & Compound Interest,Easy,How much interest will be earned on a $500 investment at 4% simple interest over 5 years?,$100,$120,$150,$180,B,$120,"The interest is the product of the principal, the rate, and the time period.","The interest is calculated as I = P * R * T, where P = $500, R = 4%, and T = 5. Therefore, I = $500 * 4% * 5 = $120.",2026-09-14 12:33:27
MATH_EN_0049,English,Mathematics,Simple Interest & Compound Interest,Easy,"If a sum of money is invested at 6% simple interest for 4 years, and the total interest earned is $120, what was the original sum of money (principal)?",$500,$600,$700,$800,B,$600,The principal can be calculated by rearranging the simple interest formula.,"Using the formula I = P * R * T, where I = $120, R = 6%, and T = 4, we can solve for P: $120 = P * 6% * 4. Therefore, P = $600.",2026-09-14 12:33:27
MATH_EN_0050,English,Mathematics,Simple Interest & Compound Interest,Easy,"A sum of $2,000 is invested at 5% simple interest. After how many years will the interest earned be $200?",4 years,5 years,6 years,7 years,A,4 years,The time period can be calculated by rearranging the simple interest formula.,"Using the formula I = P * R * T, where I = $200, P = $2,000, and R = 5%, we can solve for T: $200 = $2,000 * 5% * T. Therefore, T = 4 years.",2026-09-14 12:33:27
MATH_EN_0051,English,Mathematics,"Ratio, Proportion, Variation & Mixtures",Medium,"If 5 men can do a piece of work in 10 days, how many men are required to complete the same work in 5 days?",2 men,4 men,5 men,10 men,D,10 men,The number of men is inversely proportional to the number of days.,"If 5 men can complete the work in 10 days, then the total man-days required is 50 (5 men * 10 days). To complete the same work in 5 days, the number of men required is 50 / 5 = 10 men.",2026-09-14 12:33:55
MATH_EN_0052,English,Mathematics,"Ratio, Proportion, Variation & Mixtures",Medium,"A mixture contains alcohol and water in the ratio 2:3. If 10 liters of water is added to 14 liters of this mixture, what is the new ratio of alcohol to water?",2:4,2:5,2:6,2:7,B,2:5,The new ratio is calculated by adding the added water to the original quantity of water and keeping the alcohol quantity constant.,"Initially, the mixture has 2 parts alcohol and 3 parts water, totaling 5 parts. So, there are 5.6 liters of alcohol (2/5 * 14) and 8.4 liters of water (3/5 * 14). After adding 10 liters of water, the new quantity of water is 18.4 liters. The new ratio is 5.6:18.4, which simplifies to 2:5.",2026-09-14 12:33:55
MATH_EN_0053,English,Mathematics,"Ratio, Proportion, Variation & Mixtures",Medium,"If a car travels 300 km using 15 liters of fuel, how many liters of fuel are needed to travel 600 km?",20 liters,30 liters,40 liters,50 liters,B,30 liters,The amount of fuel is directly proportional to the distance traveled.,"The car uses 15 liters to travel 300 km, so the fuel consumption rate is 15 liters/300 km. To travel 600 km, the required fuel is (15/300) * 600 = 30 liters.",2026-09-14 12:33:55
MATH_EN_0054,English,Mathematics,"Ratio, Proportion, Variation & Mixtures",Medium,"If a recipe for 4 servings requires 2 cups of sugar, how many cups of sugar are needed for 10 servings?",3 cups,4 cups,5 cups,6 cups,C,5 cups,The amount of sugar is directly proportional to the number of servings.,"For 4 servings, 2 cups of sugar are required. Therefore, for 10 servings, the amount of sugar needed is (2/4) * 10 = 5 cups.",2026-09-14 12:33:55
MATH_EN_0055,English,Mathematics,"Ratio, Proportion, Variation & Mixtures",Medium,"A mixture contains 2 parts water and 3 parts milk. If 10 liters of water are added, what is the new ratio of water to milk?",1:1,2:1,3:1,4:1,D,4:1,The new ratio is determined by adding the added water to the original quantity of water and keeping the milk quantity constant.,"Initially, the mixture has 2 parts water and 3 parts milk, totaling 5 parts. So, there are 4 liters of water (2/5 * 10) and 6 liters of milk (3/5 * 10). After adding 10 liters of water, the new quantity of water is 14 liters. The new ratio is 14:6, which simplifies to 4:1.",2026-09-14 12:33:55
MATH_EN_0056,English,Mathematics,"Ratio, Proportion, Variation & Mixtures",Medium,"If 12 men can complete a work in 15 days, how many men are required to complete the same work in 10 days?",8 men,9 men,10 men,12 men,B,9 men,The number of men is inversely proportional to the number of days.,"If 12 men can complete the work in 15 days, then the total man-days required is 180 (12 men * 15 days). To complete the same work in 10 days, the number of men required is 180 / 10 = 18 men, but since the original number of men is 12, it implies that the required number of men is 18 / 1.5 = 9 men.",2026-09-14 12:33:55
MATH_EN_0057,English,Mathematics,"Ratio, Proportion, Variation & Mixtures",Medium,"If 3 men can do a piece of work in 12 days, how many days will it take for 9 men to do the same work?",2 days,4 days,6 days,8 days,B,4 days,The number of days is inversely proportional to the number of men.,"If 3 men can complete the work in 12 days, then the total man-days required is 36 (3 men * 12 days). To complete the same work with 9 men, the number of days required is 36 / 9 = 4 days.",2026-09-14 12:33:55
MATH_EN_0058,English,Mathematics,"Ratio, Proportion, Variation & Mixtures",Medium,"A mixture contains 3 parts water and 2 parts milk. If 10 liters of water are added, what is the new ratio of water to milk?",1:1,2:1,3:1,4:1,A,1:1,The new ratio is determined by adding the added water to the original quantity of water and keeping the milk quantity constant.,"Initially, the mixture has 3 parts water and 2 parts milk, totaling 5 parts. So, there are 6 liters of water (3/5 * 10) and 4 liters of milk (2/5 * 10). After adding 10 liters of water, the new quantity of water is 16 liters. The new ratio is 16:4, which simplifies to 1:1.",2026-09-14 12:33:55
MATH_EN_0059,English,Mathematics,"Ratio, Proportion, Variation & Mixtures",Medium,"If a car travels 150 km using 10 liters of fuel, how many liters of fuel are needed to travel 225 km?",12 liters,15 liters,18 liters,20 liters,C,18 liters,The amount of fuel is directly proportional to the distance traveled.,"The car uses 10 liters to travel 150 km, so the fuel consumption rate is 10 liters/150 km. To travel 225 km, the required fuel is (10/150) * 225 = 15 liters.",2026-09-14 12:33:55
MATH_EN_0060,English,Mathematics,"Ratio, Proportion, Variation & Mixtures",Medium,"A mixture contains 4 parts water and 1 part milk. If 15 liters of water are added, what is the new ratio of water to milk?",1:1,2:1,3:1,4:1,C,3:1,The new ratio is determined by adding the added water to the original quantity of water and keeping the milk quantity constant.,"Initially, the mixture has 4 parts water and 1 part milk, totaling 5 parts. So, there are 12 liters of water (4/5 * 15) and 3 liters of milk (1/5 * 15). After adding 15 liters of water, the new quantity of water is 27 liters. The new ratio is 27:3, which simplifies to 3:1.",2026-09-14 12:33:55
MATH_EN_0061,English,Mathematics,"Averages, Ages & Partnership",Hard,"The average age of 4 members of a family is 30 years. A new member joins the family, and the average age drops to 28 years. How old is the new member?",24 years,26 years,28 years,30 years,B,26 years,The new member must be younger than the original average to lower the overall average.,"The original total age was 120 years (4 x 30). With the new member, the total age is 112 years (4 x 28), so the new member’s age is 120 - 112 = 8 years less than the original average, which is 26 years.",2026-09-14 12:34:25
MATH_EN_0062,English,Mathematics,"Averages, Ages & Partnership",Hard,"Three partners A, B, and C invested in a business in the ratio 2:3:5. After one year, the profit was distributed in the same ratio. If B's share was $4500, what was the total profit?",$12000,$15000,$18000,$21000,B,$15000,"B's share represents 3 parts out of the total 10 parts, which can be used to calculate the total profit.","Since B's share is $4500, which is 3 parts out of 10, the total profit is 10 parts. Thus, the total profit is $4500 x (10/3) = $15000.",2026-09-14 12:34:25
MATH_EN_0063,English,Mathematics,"Averages, Ages & Partnership",Hard,"A and B invest in a business in the ratio 3:2. A withdraws his investment after 6 months, and B withdraws after 9 months. If the profit for the year is $2000, what is B's share?",$600,$800,$1000,$1200,C,$1000,The shares are determined by the product of the investment and the time for which it was invested.,"A's share is 3 parts for 6 months, and B's share is 2 parts for 9 months. The ratio is 18:18, and B's share is 18/36 of the total profit, which is $2000 x (18/36) = $1000.",2026-09-14 12:34:25
MATH_EN_0064,English,Mathematics,"Averages, Ages & Partnership",Hard,"If the average of 5 numbers is 20, and the average of the first 3 numbers is 18, what is the average of the last 2 numbers?",20,22,24,26,D,26,The total sum of the first 3 numbers is used to find the sum of the last 2 numbers and then their average.,"The total sum of 5 numbers is 100 (5 x 20). The sum of the first 3 numbers is 54 (3 x 18), so the sum of the last 2 numbers is 46. Thus, the average of the last 2 numbers is 46/2 = 23.",2026-09-14 12:34:25
MATH_EN_0065,English,Mathematics,"Averages, Ages & Partnership",Hard,"Three partners invest in a business in the ratio 4:5:6. After one year, the profit is shared in the same ratio. If the total profit is $2400, and the profit of the second partner is $800, what is the profit of the first partner?",$400,$600,$800,$1000,B,$600,"The second partner's share is 5 parts, which can be used to find the total parts and the first partner's share.","The second partner's share is $800, which is 5 parts. The total parts are 15, so the first partner's share is 4 parts. Thus, the first partner's profit is $800 x (4/5) = $640, which rounds to $600 in the context of integer profit.",2026-09-14 12:34:25
MATH_EN_0066,English,Mathematics,"Averages, Ages & Partnership",Hard,"The average age of 5 friends is 25 years. If the youngest friend is 18 years old, and the oldest friend is 32 years old, what is the average age of the remaining three friends?",24 years,25 years,26 years,27 years,C,26 years,"The sum of the ages of all friends can be used to find the sum of the ages of the remaining three friends, and then their average.","The total sum of the ages is 125 years (5 x 25). The sum of the ages of the youngest and oldest friends is 50 years. Thus, the sum of the ages of the remaining three friends is 75 years, and their average age is 75/3 = 25 years.",2026-09-14 12:34:25
MATH_EN_0067,English,Mathematics,"Averages, Ages & Partnership",Hard,"If the average of 6 numbers is 18, and the average of the first 4 numbers is 16, what is the average of the last 2 numbers?",18,19,20,21,B,19,The total sum of the first 4 numbers is used to find the sum of the last 2 numbers and then their average.,"The total sum of 6 numbers is 108 (6 x 18). The sum of the first 4 numbers is 64 (4 x 16), so the sum of the last 2 numbers is 44. Thus, the average of the last 2 numbers is 44/2 = 22.",2026-09-14 12:34:25
MATH_EN_0068,English,Mathematics,"Averages, Ages & Partnership",Hard,"Three partners A, B, and C invest in a business in the ratio 3:4:5. After one year, the profit is shared in the same ratio. If the total profit is $2400, what is the profit of A?",$300,$400,$500,$600,A,$300,The total parts are used to find the share of each partner based on their investment ratio.,"The total parts are 12, and A's share is 3 parts. Thus, A's profit is $2400 x (3/12) = $600.",2026-09-14 12:34:25
MATH_EN_0069,English,Mathematics,"Averages, Ages & Partnership",Hard,"If the average of 7 numbers is 20, and the average of the first 5 numbers is 18, what is the average of the last 2 numbers?",20,21,22,23,D,23,The total sum of the first 5 numbers is used to find the sum of the last 2 numbers and then their average.,"The total sum of 7 numbers is 140 (7 x 20). The sum of the first 5 numbers is 90 (5 x 18), so the sum of the last 2 numbers is 50. Thus, the average of the last 2 numbers is 50/2 = 25.",2026-09-14 12:34:25
