id,language,category,subtopic,difficulty,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,meaning,explanation,created_at
SCI_EN_0013,English,Science,"Classical Mechanics, Forces & Laws of Motion",Easy,What is the unit of force in the International System of Units (SI)?,Newton (N),Kilogram (kg),Meter (m),Second (s),A,Newton (N),"The Newton is the unit of force, defined as the force required to accelerate a mass of one kilogram at a rate of one meter per second squared.","The Newton is defined as the force needed to accelerate a mass of one kilogram at a rate of one meter per second squared, based on Newton's Second Law of Motion.",2026-09-14 11:49:22
SCI_EN_0014,English,Science,"Classical Mechanics, Forces & Laws of Motion",Easy,What is the effect of increasing the mass of an object while keeping its velocity constant?,The acceleration increases,The acceleration decreases,The acceleration remains constant,The object stops moving,B,The acceleration decreases,"According to Newton's Second Law, the acceleration of an object is inversely proportional to its mass if the force is kept constant.","If the force is constant and the mass of the object increases, the acceleration will decrease, as the force is divided by the increased mass.",2026-09-14 11:49:22
SCI_EN_0015,English,Science,"Classical Mechanics, Forces & Laws of Motion",Easy,"If two forces of equal magnitude but opposite direction are acting on an object, the object is said to be in what state?",At rest,In motion,In equilibrium,Accelerating,C,In equilibrium,"When forces are balanced, the net force is zero, resulting in no acceleration and the object remaining in equilibrium.","Equilibrium is a state where the net force acting on an object is zero, resulting in no change in its velocity, whether it is at rest or moving with a constant velocity.",2026-09-14 11:49:22
SCI_EN_0016,English,Science,"Classical Mechanics, Forces & Laws of Motion",Easy,"What happens to the acceleration of an object if the force acting on it is doubled, while the mass remains constant?",The acceleration is halved,The acceleration is doubled,The acceleration remains the same,The acceleration is quadrupled,B,The acceleration is doubled,"According to Newton's Second Law, acceleration is directly proportional to the net force applied.","Doubling the force while keeping the mass constant doubles the acceleration because the relationship between force and acceleration is directly proportional, as stated by F = ma.",2026-09-14 11:49:22
SCI_EN_0017,English,Science,"Classical Mechanics, Forces & Laws of Motion",Easy,Which of the following is a real-world example of inertia?,A ball rolling down a hill,A book resting on a table,A car speeding up,A pendulum swinging back and forth,B,A book resting on a table,"Inertia is the tendency of an object to resist a change in its state of motion, which is demonstrated when the book remains at rest on a table.","When a book is placed on a table, it remains at rest due to its inertia, which resists any change in its state of motion. It will continue to be at rest until an external force acts upon it.",2026-09-14 11:49:22
SCI_EN_0018,English,Science,"Classical Mechanics, Forces & Laws of Motion",Easy,"What is the relationship between force, mass, and acceleration according to Newton's Second Law of Motion?",Force is directly proportional to mass and acceleration,Force is inversely proportional to mass and acceleration,Force is directly proportional to mass and inversely proportional to acceleration,Force is inversely proportional to mass and directly proportional to acceleration,A,Force is directly proportional to mass and acceleration,Force equals mass times acceleration (F = ma).,"Newton's Second Law states that the net force acting on an object is equal to the product of its mass and acceleration, meaning that a greater force is needed to accelerate a more massive object.",2026-09-14 11:49:22
SCI_EN_0019,English,Science,"Heat, Thermodynamics & States of Matter",Medium,Which state of matter has particles that are free to move past one another but have strong intermolecular forces?,Solids,Liquids,Gases,Plasmas,B,Liquids,Liquids have particles with mobility but are held together by strong intermolecular forces.,"In liquids, particles can move around each other, but they are still attracted to one another, which is why they maintain a fixed volume.",2026-09-14 11:49:46
SCI_EN_0020,English,Science,"Heat, Thermodynamics & States of Matter",Medium,"In a closed system, if heat is added to a substance, which of the following will definitely happen?",The temperature of the substance will increase.,The substance will change from a solid to a liquid.,The substance will expand.,The internal energy of the substance will decrease.,A,The temperature of the substance will increase.,"Adding heat to a substance always increases its internal energy, which typically results in an increase in temperature.","Heat is a form of energy transfer that increases the kinetic energy of particles, leading to an increase in temperature unless the energy is used to change the state of the substance.",2026-09-14 11:49:46
SCI_EN_0021,English,Science,"Heat, Thermodynamics & States of Matter",Medium,What is the term for the maximum amount of energy that a substance can absorb or release without changing its temperature?,Specific heat capacity,Latent heat of fusion,Latent heat of vaporization,Heat of combustion,B,Latent heat of fusion,Latent heat of fusion is the energy required to change a substance from a solid to a liquid at its melting point.,"During the phase change from solid to liquid, the substance absorbs energy but does not change its temperature; this energy is known as the latent heat of fusion.",2026-09-14 11:49:46
SCI_EN_0022,English,Science,"Heat, Thermodynamics & States of Matter",Medium,"According to the first law of thermodynamics, which of the following statements is true for an isolated system?",The total energy of the system increases over time.,The total energy of the system decreases over time.,The total energy of the system remains constant.,"The total energy of the system can change, but only by exchanging energy with its surroundings.",C,The total energy of the system remains constant.,"In an isolated system, the total energy remains constant because no energy can enter or leave the system.","The first law of thermodynamics states that energy cannot be created or destroyed, only converted from one form to another, so the total energy in an isolated system is conserved.",2026-09-14 11:49:46
SCI_EN_0023,English,Science,"Heat, Thermodynamics & States of Matter",Medium,Which of the following best describes the process of sublimation?,A phase change from solid to liquid.,A phase change from liquid to gas.,A phase change from solid to gas.,A phase change from gas to liquid.,C,A phase change from solid to gas.,"Sublimation is the process where a substance changes directly from a solid to a gas, bypassing the liquid phase.","During sublimation, a solid absorbs heat and skips the liquid phase, turning directly into a gas, which is often observed with substances like dry ice.",2026-09-14 11:49:46
SCI_EN_0024,English,Science,"Heat, Thermodynamics & States of Matter",Medium,What is the relationship between absolute zero and the kinetic theory of matter?,Absolute zero is the temperature at which all matter has zero kinetic energy.,Absolute zero is the temperature at which matter has maximum kinetic energy.,Absolute zero is the temperature at which matter has infinite kinetic energy.,Absolute zero is the temperature at which matter has constant kinetic energy.,A,Absolute zero is the temperature at which all matter has zero kinetic energy.,"At absolute zero, the particles in a substance stop moving, and their kinetic energy is zero.","According to the kinetic theory of matter, the temperature of a substance is a measure of the average kinetic energy of its particles, so at absolute zero, particles have no kinetic energy.",2026-09-14 11:49:46
SCI_EN_0025,English,Science,"Heat, Thermodynamics & States of Matter",Medium,"In a Carnot cycle, which of the following statements is true regarding the efficiency of the cycle?",Efficiency depends on the temperatures of the hot and cold reservoirs.,Efficiency is independent of the temperatures of the hot and cold reservoirs.,Efficiency is the same for all Carnot cycles.,Efficiency is determined by the work done by the system.,A,Efficiency depends on the temperatures of the hot and cold reservoirs.,The efficiency of a Carnot cycle is determined by the ratio of the temperatures of the hot and cold reservoirs in Kelvin.,"The efficiency of a Carnot cycle is maximized when the temperature difference between the hot and cold reservoirs is greatest, as described by the Carnot efficiency formula.",2026-09-14 11:49:46
SCI_EN_0026,English,Science,"Heat, Thermodynamics & States of Matter",Medium,Which of the following best describes the process of condensation?,A phase change from gas to solid.,A phase change from gas to liquid.,A phase change from liquid to solid.,A phase change from solid to gas.,B,A phase change from gas to liquid.,Condensation is the process by which a substance changes from a gas to a liquid.,"Condensation occurs when a substance absorbs heat from its surroundings and the energy is used to overcome the intermolecular forces, allowing the gas to transform into a liquid.",2026-09-14 11:49:46
SCI_EN_0027,English,Science,"Heat, Thermodynamics & States of Matter",Medium,What happens to the entropy of a system during a reversible isothermal expansion?,Entropy decreases.,Entropy increases.,Entropy remains constant.,Entropy first decreases then increases.,B,Entropy increases.,"During a reversible isothermal expansion, the entropy of a system increases because the particles have more possible arrangements.","Entropy is a measure of the disorder or randomness in a system. As the gas expands isothermally, the particles spread out and have more possible arrangements, increasing the system's entropy.",2026-09-14 11:49:46
SCI_EN_0028,English,Science,"Heat, Thermodynamics & States of Matter",Medium,What is the effect of increasing the pressure on a fixed amount of an ideal gas at constant temperature?,The volume of the gas increases.,The volume of the gas decreases.,The temperature of the gas increases.,The temperature of the gas decreases.,B,The volume of the gas decreases.,"According to Boyle's Law, increasing the pressure on a gas at constant temperature reduces its volume.","Boyle's Law states that the pressure and volume of a gas are inversely proportional when temperature is held constant, so increasing the pressure will cause the gas to occupy a smaller volume.",2026-09-14 11:49:46
SCI_EN_0029,English,Science,"Light, Optics, Reflection & Refraction",Hard,"In a system where a beam of light strikes a glass slab at an angle, which of the following statements is true regarding the refraction and reflection at the first and second interfaces?",Total internal reflection occurs at both interfaces.,"Only reflection occurs at the first interface, and only refraction at the second.",Both reflection and refraction occur at both interfaces.,"Only refraction occurs at the first interface, and only reflection at the second.",C,Both reflection and refraction occur at both interfaces.,This answer is correct because light can undergo both reflection and refraction when it encounters a new medium at an angle.,"At the first interface, part of the light is reflected and part is transmitted, while at the second interface, the transmitted light undergoes refraction and possibly further reflection. This is consistent with the laws of reflection and refraction.",2026-09-14 11:50:16
SCI_EN_0030,English,Science,"Light, Optics, Reflection & Refraction",Hard,"When monochromatic light passes through a prism, which phenomenon can be observed at the apex of the prism?",Diffraction,Interference,Dispersion,Polarization,C,Dispersion,This answer is correct because dispersion is the phenomenon where light of different wavelengths is separated into its component colors.,"Dispersion occurs due to the different indices of refraction for different wavelengths of light, causing them to bend by different amounts and separate into a spectrum at the prism's apex.",2026-09-14 11:50:16
SCI_EN_0031,English,Science,"Light, Optics, Reflection & Refraction",Hard,"In a Fabry-Perot interferometer, the spacing between the reflecting mirrors is adjusted to observe interference patterns. Which of the following statements is true regarding the condition for constructive interference?",The spacing must be equal to an odd multiple of the wavelength divided by 4.,The spacing must be equal to an even multiple of the wavelength divided by 2.,The spacing must be equal to an integer multiple of the wavelength divided by 2.,The spacing must be equal to an odd multiple of the wavelength divided by 2.,C,The spacing must be equal to an integer multiple of the wavelength divided by 2.,This answer is correct because constructive interference occurs when the path difference is an integer multiple of the wavelength.,"Constructive interference in a Fabry-Perot interferometer occurs when the path difference between the two reflected rays is an integer multiple of the wavelength, leading to maximum intensity at the detector.",2026-09-14 11:50:16
SCI_EN_0032,English,Science,"Light, Optics, Reflection & Refraction",Hard,A light beam enters a glass prism and undergoes total internal reflection. Which of the following factors must be true for this to occur?,The light beam must be polarized.,The angle of incidence must be less than the critical angle.,The angle of incidence must be greater than the critical angle.,The light beam must be monochromatic.,C,The angle of incidence must be greater than the critical angle.,"This answer is correct because for total internal reflection to occur, the angle of incidence must be greater than the critical angle specific to the interface between the two media.","Total internal reflection happens when a light ray travels from a medium with a higher refractive index to one with a lower refractive index, and the angle of incidence exceeds the critical angle, ensuring the light is completely reflected back into the first medium.",2026-09-14 11:50:16
SCI_EN_0033,English,Science,"Light, Optics, Reflection & Refraction",Hard,"In a Michelson interferometer, the path difference between the two arms is adjusted to observe interference fringes. If the path difference is increased by 1 wavelength, what happens to the interference pattern?",The fringes disappear.,The fringes move in a direction such that the bright fringes become darker and the dark fringes brighter.,The fringes remain unchanged.,The fringes move in a direction such that the bright fringes become brighter and the dark fringes darker.,D,The fringes move in a direction such that the bright fringes become brighter and the dark fringes darker.,"This answer is correct because an increase in path difference by 1 wavelength causes a phase change, shifting the interference pattern.","When the path difference increases by exactly 1 wavelength, the phase of the light in one arm relative to the other changes by 2π, causing the interference pattern to shift, making the bright fringes brighter and the dark fringes darker.",2026-09-14 11:50:16
SCI_EN_0034,English,Science,"Light, Optics, Reflection & Refraction",Hard,A light ray is incident on a water-air interface. Which of the following statements is true regarding the polarization state of the reflected and refracted light?,Both the reflected and refracted light are completely polarized.,"The reflected light is completely polarized, but the refracted light is partially polarized.","The refracted light is completely polarized, but the reflected light is partially polarized.",Both the reflected and refracted light are partially polarized.,B,"The reflected light is completely polarized, but the refracted light is partially polarized.","This answer is correct because the law of polarization states that the reflected light at the interface between two media is always completely polarized, while the refracted light is partially polarized.","According to Fresnel's equations, the reflected light at a non-zero angle of incidence is always completely polarized, while the refracted light is partially polarized, with the degree of polarization depending on the angle of incidence.",2026-09-14 11:50:16
SCI_EN_0035,English,Science,"Light, Optics, Reflection & Refraction",Hard,"In a double-slit experiment, if the wavelength of the light source is halved, how does this affect the fringe spacing on the screen?",The fringe spacing is halved.,The fringe spacing is doubled.,The fringe spacing remains the same.,The fringe spacing is quartered.,A,The fringe spacing is halved.,This answer is correct because the fringe spacing in a double-slit experiment is inversely proportional to the wavelength of the light.,"The fringe spacing (τ) is given by the formula τ = (λD)/d, where λ is the wavelength, D is the distance from the slits to the screen, and d is the slit separation. Halving the wavelength halves the fringe spacing.",2026-09-14 11:50:16
SCI_EN_0036,English,Science,"Light, Optics, Reflection & Refraction",Hard,A thin film of oil on water is observed to have a strong reflection of a particular color due to interference. Which of the following conditions must be met for this to occur?,The film thickness must be an integer multiple of the wavelength of the incident light.,The film thickness must be half the wavelength of the incident light.,The film thickness must be an odd multiple of the wavelength of the incident light.,The film thickness must be a quarter of the wavelength of the incident light.,B,The film thickness must be half the wavelength of the incident light.,"This answer is correct because for constructive interference in thin films, the film thickness must be half the wavelength of the incident light.","Constructive interference occurs when the path difference, which is twice the film thickness, equals an integer multiple of the wavelength. For the minimum thickness, this multiple is 1/2, meaning the film thickness is half the wavelength of the incident light.",2026-09-14 11:50:16
SCI_EN_0037,English,Science,"Light, Optics, Reflection & Refraction",Hard,"When light passes through a lens, which of the following phenomena can explain the formation of an image?",Diffraction only.,Refraction only.,Both diffraction and refraction.,Neither diffraction nor refraction.,B,Refraction only.,This answer is correct because refraction is the primary phenomenon responsible for the formation of images through a lens.,"Refraction occurs as light passes from one medium to another with a different refractive index, bending the light rays and causing the formation of images. Diffraction, while important in certain optical phenomena, is not the primary factor in image formation through lenses.",2026-09-14 11:50:16
SCI_EN_0038,English,Science,"Light, Optics, Reflection & Refraction",Hard,"In an optical fiber, what is the primary principle that allows light to be guided along the fiber over long distances?",Total internal reflection.,Diffraction.,Dispersion.,Polarization.,A,Total internal reflection.,This answer is correct because total internal reflection is the principle that allows light to be confined within the core of the fiber and transmitted over long distances without significant loss.,"Total internal reflection occurs when light travels through a medium with a higher refractive index and strikes the boundary at an angle greater than the critical angle. This ensures that the light is reflected back into the core, maintaining the signal and allowing for long-distance transmission.",2026-09-14 11:50:16
SCI_EN_0039,English,Science,"Sound, Acoustics & Wave Motion",Easy,Which of the following is NOT a type of wave motion?,Transverse wave,Longitudinal wave,Electromagnetic wave,Sonic wave,D,Sonic wave,Sonic waves are not a specific type of wave motion; they refer to sound waves.,"Sonic waves are not a distinct category of wave motion, but rather a term used to describe sound waves. Transverse, longitudinal, and electromagnetic waves are specific types of wave motion.",2026-09-14 11:50:38
SCI_EN_0040,English,Science,"Sound, Acoustics & Wave Motion",Easy,What is the term for the distance between two consecutive points in phase in a wave?,Frequency,Amplitude,Period,Wavelength,D,Wavelength,Wavelength is the distance between two consecutive points in phase in a wave.,"Wavelength is defined as the distance between two consecutive points that are in phase, such as two consecutive peaks or troughs in a wave.",2026-09-14 11:50:38
SCI_EN_0041,English,Science,"Sound, Acoustics & Wave Motion",Easy,Which of the following materials would allow sound to travel the fastest?,Steel,Water,Air,Vacuum,A,Steel,Steel allows sound to travel faster than other materials.,"Sound travels faster in solids like steel than in liquids like water or gases like air because the molecules in solids are closer together, facilitating quicker transmission of vibrations.",2026-09-14 11:50:38
SCI_EN_0042,English,Science,"Sound, Acoustics & Wave Motion",Easy,What happens to the pitch of a sound when the frequency of the wave increases?,The pitch decreases,The pitch remains the same,The pitch increases,The pitch reverses direction,C,The pitch increases,An increase in frequency results in a higher pitch.,"The pitch of a sound is directly related to the frequency of the wave. As the frequency increases, the pitch of the sound also increases.",2026-09-14 11:50:38
SCI_EN_0043,English,Science,"Sound, Acoustics & Wave Motion",Easy,Which of the following is an example of a standing wave?,A wave on a guitar string that is producing a note,A wave in a swimming pool,A wave in the ocean,A wave in the air,A,A wave on a guitar string that is producing a note,A standing wave is formed when two identical waves traveling in opposite directions interfere with each other.,"On a guitar string, the vibration creates a standing wave pattern where nodes and antinodes are formed, creating a series of points that remain stationary and points that oscillate with maximum amplitude.",2026-09-14 11:50:38
SCI_EN_0044,English,Science,"Sound, Acoustics & Wave Motion",Easy,What is the speed of sound in air at room temperature (20°C) approximately?,100 m/s,330 m/s,1000 m/s,3000 m/s,B,330 m/s,The speed of sound in air is approximately 330 meters per second at 20°C.,"At 20°C, the speed of sound in air is approximately 330 meters per second. This value is a common reference in acoustics and physics.",2026-09-14 11:50:38
SCI_EN_0045,English,Science,"Sound, Acoustics & Wave Motion",Easy,In which of the following scenarios would you expect to hear a louder sound?,"Standing in a large, empty room","Inside a thick, sound-absorbing foam",Near a soundproof wall,Close to a speaker,D,Close to a speaker,"The closer you are to a source of sound, the louder it will be.","The intensity of sound decreases with distance from the source due to the spreading of the sound energy. Therefore, being close to a speaker will result in a louder sound compared to being far away or in environments that absorb sound.",2026-09-14 11:50:38
SCI_EN_0046,English,Science,"Sound, Acoustics & Wave Motion",Easy,What is the term used to describe the phenomenon of two or more waves overlapping and combining to form a resultant wave?,Diffraction,Interference,Refraction,Polarization,B,Interference,"Interference occurs when two or more waves overlap and combine, resulting in a resultant wave.","Interference is the phenomenon where two or more waves combine to form a resultant wave. Depending on the phase difference, this can result in constructive or destructive interference, leading to an increase or decrease in the amplitude of the resultant wave.",2026-09-14 11:50:38
SCI_EN_0047,English,Science,"Sound, Acoustics & Wave Motion",Easy,Which of the following correctly describes a longitudinal wave?,Particles move perpendicular to the direction of wave propagation.,Particles move parallel to the direction of wave propagation.,It cannot propagate through a vacuum.,It always has a higher speed than a transverse wave.,B,Particles move parallel to the direction of wave propagation.,"In a longitudinal wave, particles oscillate parallel to the direction of wave propagation.","Particles in a longitudinal wave move back and forth in the direction of wave propagation, such as in sound waves in air or compression waves in solids. This is in contrast to transverse waves, where particles move perpendicular to the wave direction, like in a wave on a string.",2026-09-14 11:50:38
SCI_EN_0048,English,Science,"Sound, Acoustics & Wave Motion",Easy,What is the unit of measurement for the frequency of a wave?,Hertz,Watt,Newton,Coulomb,A,Hertz,The frequency of a wave is measured in Hertz (Hz).,"Frequency is defined as the number of cycles or vibrations per second, and it is measured in Hertz (Hz), where 1 Hz equals one cycle per second.",2026-09-14 11:50:38
SCI_EN_0049,English,Science,"Electricity, Current & Magnetism",Medium,"What happens to the resistance of a conductor when the temperature increases, assuming the material does not change state?",It remains constant.,It decreases.,It increases.,"It first decreases, then increases.",C,It increases.,The resistance of a conductor increases with temperature.,"As temperature increases, the atoms in a conductor vibrate more, making it harder for electrons to flow, thus increasing resistance.",2026-09-14 11:51:02
SCI_EN_0050,English,Science,"Electricity, Current & Magnetism",Medium,Which of the following best describes the relationship between electric current and the magnetic field it creates?,Electric current has no effect on magnetic fields.,Electric current creates a magnetic field that is always perpendicular to the current.,Electric current creates a magnetic field that surrounds the conductor carrying the current.,Electric current creates a magnetic field that only exists inside the conductor.,C,Electric current creates a magnetic field that surrounds the conductor carrying the current.,A current-carrying conductor generates a magnetic field around it.,"According to Ampère's law, a current-carrying wire produces a circular magnetic field around the wire, with the direction of the field determined by the right-hand rule.",2026-09-14 11:51:02
SCI_EN_0051,English,Science,"Electricity, Current & Magnetism",Medium,"In an AC generator, the frequency of the generated AC current is determined by?",The voltage of the generator.,The resistance of the generator.,The speed of the mechanical rotation of the coil.,The inductance of the generator.,C,The speed of the mechanical rotation of the coil.,The frequency is directly related to the speed at which the coil rotates.,"In an AC generator, the frequency of the alternating current is proportional to the speed at which the coil rotates within the magnetic field, as more rotations per second result in more cycles per second of the AC current.",2026-09-14 11:51:02
SCI_EN_0052,English,Science,"Electricity, Current & Magnetism",Medium,Which of the following best describes the direction of the magnetic field created by a current-carrying wire?,It runs parallel to the wire.,It runs perpendicular to the wire.,It forms concentric circles around the wire.,It is unpredictable and varies with the current.,C,It forms concentric circles around the wire.,The magnetic field generated by a current-carrying wire is circular and surrounds the wire.,"The direction of the magnetic field around a current-carrying wire can be determined using the right-hand rule, where the thumb points in the direction of the current and the fingers curl to show the direction of the magnetic field.",2026-09-14 11:51:02
SCI_EN_0053,English,Science,"Electricity, Current & Magnetism",Medium,What is the SI unit of electric current?,Ampere (A),Volt (V),Ohm (Ω),Watt (W),A,Ampere (A),The Ampere is the SI unit for electric current.,"The Ampere is defined as the constant current that, if maintained in two straight parallel conductors of infinite length and negligible circular cross-section, and placed one meter apart in vacuum, would produce between these conductors a force equal to 2 × 10^-7 newtons per meter of length.",2026-09-14 11:51:02
SCI_EN_0054,English,Science,"Electricity, Current & Magnetism",Medium,Which of the following statements is true regarding the flow of electric current?,Electric current flows from the negative terminal to the positive terminal of a battery.,Electric current flows from the positive terminal to the negative terminal of a battery.,Electric current flows from the negative terminal to the positive terminal of a battery in an AC circuit.,Electric current does not flow in a circuit without a battery.,B,Electric current flows from the positive terminal to the negative terminal of a battery.,"In a DC circuit, current flows from the positive terminal to the negative terminal of the power source.","In a direct current (DC) circuit, the conventional direction of current flow is from the positive terminal of the power source to the negative terminal, as the electrons move from the negative to the positive terminal.",2026-09-14 11:51:02
SCI_EN_0055,English,Science,"Electricity, Current & Magnetism",Medium,What is the primary difference between a DC and an AC circuit in terms of the current flow?,"In a DC circuit, the current does not flow, while in an AC circuit, the current does.","In a DC circuit, the current flows in one direction, while in an AC circuit, the current alternates direction.","In a DC circuit, the current alternates direction, while in an AC circuit, the current flows in one direction.","In a DC circuit, the current changes direction periodically, while in an AC circuit, the current does not.",B,"In a DC circuit, the current flows in one direction, while in an AC circuit, the current alternates direction.","DC current flows in one direction, while AC current periodically reverses direction.","DC (Direct Current) flows in one direction, such as from the positive to the negative terminal of a battery, whereas AC (Alternating Current) periodically reverses direction, typically at a high frequency.",2026-09-14 11:51:02
SCI_EN_0056,English,Science,"Electricity, Current & Magnetism",Medium,Which device is commonly used to measure the strength of an electric current?,Voltmeter,Ammeter,Multimeter,Oscilloscope,B,Ammeter,An ammeter measures the current in an electrical circuit.,An ammeter is designed to be connected in series with a circuit to measure the current flowing through it. It has a very low resistance to avoid affecting the circuit's current.,2026-09-14 11:51:02
SCI_EN_0057,English,Science,"Electricity, Current & Magnetism",Medium,Which of the following phenomena occurs when a conductor moves through a magnetic field and an emf is induced?,Electrolysis,Induced EMF,Resonance,Capacitance,B,Induced EMF,The induced EMF is the voltage generated when a conductor moves through a magnetic field.,"Faraday's law of induction states that a change in the magnetic flux through a conductor induces an electromotive force (EMF) in the conductor, which can drive a current if the circuit is complete.",2026-09-14 11:51:02
SCI_EN_0058,English,Science,"Electricity, Current & Magnetism",Medium,Which of the following materials is a good conductor of electricity?,Rubber,Glass,Copper,Wood,C,Copper,Copper is a good conductor of electricity.,"Copper has a high electrical conductivity due to the ease with which its electrons can move, making it a popular choice for electrical wiring and cables.",2026-09-14 11:51:02
SCI_EN_0059,English,Science,"Modern Physics, Atoms & Nuclear Energy",Hard,Which of the following best describes the Compton effect?,It is the increase in energy of an electron when it is ejected from an atom.,It is the emission of photons from an atom when exposed to electromagnetic radiation.,It is the change in wavelength of a photon after it interacts with a free electron.,It is the decrease in the energy of a photon when it is absorbed by an atom.,C,It is the change in wavelength of a photon after it interacts with a free electron.,"The Compton effect demonstrates the particle nature of light, showing that photons can transfer energy in discrete amounts.","The Compton effect, discovered by Arthur Compton, shows that when a high-energy photon interacts with a free electron, the photon's wavelength increases, indicating the transfer of energy in a quantum manner.",2026-09-14 11:51:31
SCI_EN_0060,English,Science,"Modern Physics, Atoms & Nuclear Energy",Hard,Which of the following is a correct statement about the Schrödinger equation in quantum mechanics?,It describes the classical motion of a particle in a potential field.,It provides a means to calculate the exact position and momentum of an electron in an atom.,It is used to determine the probability density of finding an electron in a given region around the nucleus.,It is only applicable to systems with a fixed number of particles.,C,It is used to determine the probability density of finding an electron in a given region around the nucleus.,"The Schrödinger equation is fundamental in quantum mechanics, providing a mathematical description of the wave function of a system, which gives the probability of finding particles in certain states.","The Schrödinger equation is a wave equation that describes how the quantum state of a physical system changes with time, allowing for the calculation of probabilities of various outcomes.",2026-09-14 11:51:31
