id,language,category,subtopic,difficulty,question,option_a,option_b,option_c,option_d,correct_option,correct_answer,meaning,explanation,created_at
GK_HI_0011,Hindi,General Knowledge,प्राचीन एवं मध्यकालीन भारतीय इतिहास,Easy,कौन सा राजा भारत की पहली युद्ध शास्त्र को लिखा था?,संभव राजा अशोक,संभव राजा द्रविड़,संभव राजा विश्वास,संभव राजा रामानुज,C,संभव राजा विश्वास,विश्वास राजा ने युद्ध शास्त्र को लिखा था जो आज भी अध्ययन किया जाता है।,विश्वास राजा ने विक्रमादित्य के शासनकाल में युद्ध शास्त्र को लिखा था जो एक ऐतिहासिक संस्कृत संस्करण है।,2026-09-14 13:18:02
GK_HI_0012,Hindi,General Knowledge,प्राचीन एवं मध्यकालीन भारतीय इतिहास,Easy,प्राचीन काल में भारत का राज्य आयकता किस प्रकार की थी?,कर आयकता,बाजार आयकता,क्षेत्र आयकता,तरकारी आयकता,A,कर आयकता,कर आयकता राज्य आयकता का एक प्रकार है जो प्राचीन भारत में उपयोग किया जाता था।,"कर आयकता राज्य के लक्ष्य का एक प्रकार है जो उत्पादन, व्यापार या विभिन्न गतिविधियों से आता है।",2026-09-14 13:18:02
GK_HI_0013,Hindi,General Knowledge,प्राचीन एवं मध्यकालीन भारतीय इतिहास,Easy,भारत में राजकीय संस्थाओं को किस प्रकार का नाम दिया जाता था?,प्राकृतिक नाम,राज्यानुसार नाम,कर्मियों के नाम,राजाज्ञा नाम,B,राज्यानुसार नाम,राज्यानुसार नाम राजकीय संस्थाओं के नाम दिए जाते थे जो उन राज्यों के नाम पर आधारित थे।,"राज्यानुसार नाम राजकीय संस्थाओं के नाम दिए जाते थे जिनमें राज्य का नाम शामिल था। उदाहरण के लिए, राजस्थान राज्य के राज्यपाल का नाम राजस्थान राज्यपाल होगा।",2026-09-14 13:18:02
GK_HI_0014,Hindi,General Knowledge,प्राचीन एवं मध्यकालीन भारतीय इतिहास,Easy,प्राचीन भारत में राजा का शासन कैसे आरक्षित किया जाता था?,संसद की शास्त्रिय अनुमोदन,महाराजा की शास्त्रिय अनुमोदन,प्रतिष्ठित राजकीय संस्थाओं द्वारा शास्त्रिय अनुमोदन,आधिपत्य की शास्त्रिय अनुमोदन,C,प्रतिष्ठित राजकीय संस्थाओं द्वारा शास्त्रिय अनुमोदन,प्रतिष्ठित राजकीय संस्थाओं द्वारा शास्त्रिय अनुमोदन राजा के शासन को आरक्षित करने का एक प्रकार था।,प्रतिष्ठित राजकीय संस्थाओं द्वारा शास्त्रिय अनुमोदन राजा के शासन को आरक्षित करने का एक प्रकार था जो राजकीय कानूनों के अनुसार किया जाता था।,2026-09-14 13:18:02
GK_HI_0015,Hindi,General Knowledge,प्राचीन एवं मध्यकालीन भारतीय इतिहास,Easy,भारत में किस युग में राज्य संघों का विकास हुआ?,प्राचीन युग,मध्यकालीन युग,नवीन युग,प्राचीन और मध्यकालीन युग,D,प्राचीन और मध्यकालीन युग,राज्य संघों का विकास प्राचीन और मध्यकालीन युग में हुआ था।,प्राचीन और मध्यकालीन युग में भारत में जिंदगी में राज्य संघों का विकास हुआ था जो अलग-अलग राज्यों को जोड़ने के लिए थे।,2026-09-14 13:18:02
GK_HI_0016,Hindi,General Knowledge,प्राचीन एवं मध्यकालीन भारतीय इतिहास,Easy,भारत में गुप्त सम्राटों के शासन किस वर्ष से शुरू हुआ?,320 ई.,350 ई.,300 ई.,330 ई.,D,330 ई.,गुप्त सम्राटों के शासन 330 ई. से शुरू हुआ।,गुप्त सम्राट चन्द्रगupta मिथिला ने 320 ई. से शुरू किया और उनका शासन 330 ई. से शुरू हुआ।,2026-09-14 13:18:02
GK_HI_0017,Hindi,General Knowledge,प्राचीन एवं मध्यकालीन भारतीय इतिहास,Easy,भारत में युद्ध शास्त्र किसके लिए लिखा गया था?,युद्ध के लिए,काल्पनिक युद्ध के लिए,कला के लिए,भारतीय संस्कृति के लिए,A,युद्ध के लिए,युद्ध शास्त्र युद्ध के लिए लिखा गया था।,"युद्ध शास्त्र युद्ध के लिए लिखा गया था जिसमें युद्ध की तकनीक, रणनीति और युद्ध शैली शामिल थी।",2026-09-14 13:18:02
GK_HI_0018,Hindi,General Knowledge,प्राचीन एवं मध्यकालीन भारतीय इतिहास,Easy,भारत में आर्य संस्कृति किसके बदले आयी थी?,निजामिया संस्कृति,ब्राह्मण संस्कृति,हिंदू संस्कृति,पार्थिव संस्कृति,B,ब्राह्मण संस्कृति,आर्य संस्कृति ब्राह्मण संस्कृति के बदले आयी थी।,आर्य संस्कृति ब्राह्मण संस्कृति की तुलना में आर्य संस्कृति ने नए विचार और धार्मिक प्रथाएँ शामिल की थी।,2026-09-14 13:18:02
GK_HI_0019,Hindi,General Knowledge,प्राचीन एवं मध्यकालीन भारतीय इतिहास,Easy,भारत में राजकीय कैरेन्स किस वर्ष में शुरू हुई?,1200 ई.,1300 ई.,1100 ई.,1250 ई.,D,1250 ई.,राजकीय कैरेन्स 1250 ई. में शुरू हुई।,राजकीय कैरेन्स 1250 ई. में शुरू हुई जब राजा ने व्यापार को राज्य की आयकता का भाग बनाया।,2026-09-14 13:18:02
GK_HI_0020,Hindi,General Knowledge,प्राचीन एवं मध्यकालीन भारतीय इतिहास,Easy,भारत में राज्य का विभाजन किसके बाद हुआ?,कौरव युद्ध,महाभारत युद्ध,राजतंत्र का अन्वेषण,राजाज्ञा निर्माण,B,महाभारत युद्ध,राज्य का विभाजन महाभारत युद्ध के बाद हुआ।,महाभारत युद्ध के बाद राज्य का विभाजन हुआ जिसमें राजा ने अपने राज्य को अपने अनुकरणियों के बीच विभाजित कर दिया।,2026-09-14 13:18:02
GK_HI_0021,Hindi,General Knowledge,आधुनिक भारत का इतिहास एवं स्वतंत्रता संग्राम,Medium,स्वतंत्रता संग्राम में किस वर्ष राजा श्रीमन जय श्रीमन महात्मा गांधी ने अपने शहरी अभियान में शामिल होने का विचार किया?,1918,1921,1922,1923,C,1922,1922 में महात्मा गांधी ने अपना शहरी अभियान शुरू किया जिसे ब्रांडी अभियान के रूप में जाना जाता है।,1922 में महात्मा गांधी ने गुवाहाटी शहर में एक शहरी अभियान शुरू किया जिसका उद्देश्य गुवाहाटी रेलवे स्टेशन पर एक विद्रोह हुआ जिसमें एक रेलवे टेक्टिवर गिर गया।,2026-09-14 13:18:50
GK_HI_0022,Hindi,General Knowledge,आधुनिक भारत का इतिहास एवं स्वतंत्रता संग्राम,Medium,भारत की स्वतंत्रता की घोषणा किस वर्ष और किस दिन की थी?,"1946, 15 जनवरी","1947, 15 जून","1947, 15 जुलाई","1948, 15 जुलाई",C,"1947, 15 जुलाई",1947 में 15 जुलाई को भारत और पाकिस्तान की स्वतंत्रता की घोषणा की गई थी।,1947 में भारत और पाकिस्तान की स्वतंत्रता की घोषणा की गई थी जिसमें राजा श्रीमन जय श्रीमन महात्मा गांधी और उनकी जनरलिटी ने नेतृत्व दिया था।,2026-09-14 13:18:50
GK_HI_0023,Hindi,General Knowledge,आधुनिक भारत का इतिहास एवं स्वतंत्रता संग्राम,Medium,भारत सरकार ने राज्य का विभाजन किस वर्ष कराया?,1946,1947,1948,1949,B,1947,1947 में भारत और पाकिस्तान के राज्य विभाजन किए गए थे।,1947 में भारत और पाकिस्तान के राज्यों का विभाजन किया गया था जिसमें दो अलग-अलग राष्ट्रों की उत्पत्ति हुई थी।,2026-09-14 13:18:50
GK_HI_0024,Hindi,General Knowledge,आधुनिक भारत का इतिहास एवं स्वतंत्रता संग्राम,Medium,1930 के दशक में आंदोलन किस शहर के लिए जाना जाता है?,कालकूट,भूमिकुंद,काल्की,कान्दरी,B,भूमिकुंद,भूमिकुंद आंदोलन भारत के विस्तारित स्वतंत्रता आंदोलन का एक हिस्सा था।,भूमिकुंद आंदोलन भारत के विस्तारित स्वतंत्रता आंदोलन में एक महत्वपूर्ण हिस्सा था जिसमें महात्मा गांधी और अन्य लोगों ने भूमिकुंद के रेलवे स्टेशन पर अपनी अस्वीकृत रेल टिकटों को लूटने का प्रयास किया था।,2026-09-14 13:18:50
GK_HI_0025,Hindi,General Knowledge,आधुनिक भारत का इतिहास एवं स्वतंत्रता संग्राम,Medium,न्याय शिला किस वर्ष भारत में स्थापित की गई थी?,1921,1928,1930,1932,B,1928,1928 में महात्मा गांधी ने न्याय शिला योजना शुरू की थी।,1928 में महात्मा गांधी ने न्याय शिला योजना शुरू की थी जिसमें उन्होंने राज्य सरकारों को साफ और सरल न्याय प्रणाली की योजना दी थी।,2026-09-14 13:18:50
GK_HI_0026,Hindi,General Knowledge,आधुनिक भारत का इतिहास एवं स्वतंत्रता संग्राम,Medium,भारत की स्वतंत्रता आंदोलन के अविष्कारक किसे जाना जाता है?,महात्मा गांधी,राजा श्रीमन जय श्रीमन महात्मा बर्मा,विक्टोरिया राजा,नारायण दास,B,राजा श्रीमन जय श्रीमन महात्मा बर्मा,राजा श्रीमन जय श्रीमन महात्मा बर्मा ने भारत के स्वतंत्रता आंदोलन का अविष्कार किया था।,राजा श्रीमन जय श्रीमन महात्मा बर्मा ने भारत के स्वतंत्रता आंदोलन में प्रमुख भूमिका निभाई थी और उन्होंने इस आंदोलन को एक गहरी और व्यापक समाज संवेदनशीलता का रूप दिया था।,2026-09-14 13:18:50
GK_HI_0027,Hindi,General Knowledge,आधुनिक भारत का इतिहास एवं स्वतंत्रता संग्राम,Medium,भारत की राजधानी किस वर्ष से नई दिल्ली थी?,1911,1916,1921,1926,A,1911,1911 में भारत की राजधानी नई दिल्ली बनाई गई थी।,1911 में भारत की राजधानी नई दिल्ली बनाई गई थी जिसमें राजा श्रीमन जय श्रीमन बर्मा ने इस फैसले का अनुसरण किया था।,2026-09-14 13:18:50
GK_HI_0028,Hindi,General Knowledge,आधुनिक भारत का इतिहास एवं स्वतंत्रता संग्राम,Medium,स्वतंत्रता संग्राम में किस वर्ष राजा श्रीमन जय श्रीमन महात्मा गांधी ने स्वामिवाद का नियम शुरू किया?,1930,1931,1932,1933,A,1930,1930 में महात्मा गांधी ने स्वामिवाद का नियम शुरू किया था।,1930 में महात्मा गांधी ने स्वामिवाद का नियम शुरू किया था जिसमें उन्होंने राज्य सरकारों पर स्वामित्व छोड़कर अपनी आंदोलनों की तरफ़ जाने का अवसर दिया था।,2026-09-14 13:18:50
GK_HI_0029,Hindi,General Knowledge,आधुनिक भारत का इतिहास एवं स्वतंत्रता संग्राम,Medium,1930 के दशक में भारत में अन्य आंदोलन शामिल था?,हिंदुत्व आंदोलन,ब्रांडी अभियान,गुरु ग्रेगोरिय अभियान,वेडिक आंदोलन,B,ब्रांडी अभियान,1930 के दशक में भारत में ब्रांडी अभियान भी एक महत्वपूर्ण आंदोलन था।,1930 के दशक में भारत में ब्रांडी अभियान भी एक महत्वपूर्ण आंदोलन था जिसमें लोग रेलवे स्टेशनों पर अपने विद्रोह को व्यक्त करने के लिए ब्रांडी खरीदने का प्रयास करते थे।,2026-09-14 13:18:50
GK_HI_0030,Hindi,General Knowledge,आधुनिक भारत का इतिहास एवं स्वतंत्रता संग्राम,Medium,भारत में राजकीय कैरेन्स किस वर्ष शुरू हुई?,1922,1926,1928,1930,C,1928,1928 में भारत में राजकीय कैरेन्स शुरू हुई थी।,1928 में भारत में राजकीय कैरेन्स शुरू हुई थी जिसका उद्देश्य बनाए गए रूपरेट के प्रबंधन में सुधार करना था।,2026-09-14 13:18:50
GK_HI_0031,Hindi,General Knowledge,विश्व का इतिहास एवं प्रमुख क्रांतियाँ,Medium,1492 में विक्टोरिया की यात्रा को निर्धारित करने वाला कौन था?,कोमोडो रियल्स,कोंकाव गुप्त,कोलंबस,क्यूज़ानो,C,कोलंबस,कोलंबस को यात्रा निर्धारित करने वाला माना जाता है क्योंकि वह पहला यूरोपीय नाविक था जो अमेरिका को पाने वाला था।,कोलंबस ने 1492 में अमेरिका पर यात्रा की जिसे क्रांतिकारी घटना माना जाता है जो विश्व की इतिहास में एक नई युग की शुरुआत बनाई।,2026-09-14 13:20:50
GK_HI_0032,Hindi,General Knowledge,विश्व का इतिहास एवं प्रमुख क्रांतियाँ,Medium,1848 की क्रांति का किस देश का विलीन राज्य था?,कनाडा,फ्रांस,जर्मनी,इटली,C,जर्मनी,जर्मनी को विलीन राज्य कहा जाता था क्योंकि इसके अलग-अलग राज्यों को एक संयुक्त राज्य बनाने की क्रांति थी।,1848 की क्रांति जर्मनी में एक महत्वपूर्ण संवाद हो गई जो राज्यों को संयुक्त राज्य की ओर ले गई थी।,2026-09-14 13:20:50
GK_HI_0033,Hindi,General Knowledge,विश्व का इतिहास एवं प्रमुख क्रांतियाँ,Medium,1648 की शाही संधि किस देश की अंतिम युद्ध घटना का समापन करती है?,अर्जेन्टीना,हैंगौ गुआतों,अंग्रेजी राज्य,नीदरलैंड,D,नीदरलैंड,1648 की शाही संधि नीदरलैंड के अंतिम युद्ध घटनाओं को समाप्त करती है क्योंकि यह उसकी स्वतंत्रता का दस्तावेज रचाने वाली थी।,1648 की शाही संधि नीदरलैंड के युद्धों को समाप्त करती थी और नीदरलैंड की स्वतंत्रता को मान्यता देती थी।,2026-09-14 13:20:50
GK_HI_0034,Hindi,General Knowledge,विश्व का इतिहास एवं प्रमुख क्रांतियाँ,Medium,1917 की विलीन राज्य क्रांति का नेता कौन था?,सुजाना फिलिस्टा,कुर्त वाल्डमिर,विलियम गोल्डमार्ट,विलियम टाइलर रिक्स,B,कुर्त वाल्डमिर,कुर्त वाल्डमिर ने विलीन राज्य क्रांति की नेतृत्व ली क्योंकि वह रूसी क्रांति का एक महत्वपूर्ण भाग था।,कुर्त वाल्डमिर ने रूस में एक महत्वपूर्ण युग की शुरुआत की जिसमें रूसी लोग स्वतंत्रता की इच्छा जाहिर कर दी।,2026-09-14 13:20:50
GK_HI_0035,Hindi,General Knowledge,विश्व का इतिहास एवं प्रमुख क्रांतियाँ,Medium,1919 के पेरिस शाही संधि किस देश को अवज्ञा और अस्वीकरण का विषय बनाती है?,स्पेन,जर्मनी,फ्रांस,युगन्डा,B,जर्मनी,पेरिस शाही संधि जर्मनी को अवज्ञा और अस्वीकरण का विषय बनाती है क्योंकि यह जर्मनी के लिए नकारात्मक परिणाम थे।,पेरिस शाही संधि जर्मनी के बीच हुई एक वित्तीय और राजनीतिक संधि जिसमें जर्मनी को अस्वीकरण और नकारात्मक सरकारी सीमाएं मिली थी।,2026-09-14 13:20:50
GK_HI_0036,Hindi,General Knowledge,विश्व का इतिहास एवं प्रमुख क्रांतियाँ,Medium,1776 की अमेरिकी स्वतंत्रता घोषणा किस देश द्वारा की गई थी?,कनाडा,ब्रिटेन,अमेरिका,फ्रांस,C,अमेरिका,अमेरिकी स्वतंत्रता घोषणा द्वारा अमेरिकी लोगों की राज्यात्मक स्वतंत्रता का घोषणा की गई थी।,अमेरिकी स्वतंत्रता घोषणा 1776 में लिस्बन संविधान सभा द्वारा की गई जिसके बाद अमेरिका ब्रिटिश राज्य से स्वतंत्र हो गया।,2026-09-14 13:20:50
GK_HI_0037,Hindi,General Knowledge,विश्व का इतिहास एवं प्रमुख क्रांतियाँ,Medium,1871 की जर्मन युद्ध का किस देश जीत गया था?,फ्रांस,जर्मनी,आयरलैंड,हैंगौ गुआतों,A,फ्रांस,फ्रांस ने 1871 की जर्मन युद्ध में जीत नहीं ली क्योंकि यह जर्मनी की अंतिम पराजय का रूप ले गई थी।,1871 की जर्मन युद्ध में फ्रांस ने पराजित हो जाकर दक्षिण जर्मन राज्यों को जर्मन संघ में शामिल कर दिया था।,2026-09-14 13:20:50
GK_HI_0038,Hindi,General Knowledge,विश्व का इतिहास एवं प्रमुख क्रांतियाँ,Medium,1770 की भारतीय लोगों द्वारा शुरू की गई विरोध घटना किसके विरुद्ध थी?,कनाडा,ब्रिटिश राजवंश,फ्रांस,हैंगौ गुआतों,B,ब्रिटिश राजवंश,भारतीय लोगों द्वारा शुरू की गई विरोध घटना ब्रिटिश राजवंश के विरुद्ध थी क्योंकि यह उनकी स्वतंत्रता घोषणा थी।,1770 के दशक में भारतीय लोग ब्रिटिश राजवंश के विरुद्ध एक विरोध घोषणा शुरू की थी जो अंततः नाजराज आंदोलन जैसी बड़ी आंदोलनों का उदय ला दिया।,2026-09-14 13:20:50
GK_HI_0039,Hindi,General Knowledge,विश्व का इतिहास एवं प्रमुख क्रांतियाँ,Medium,1917 की बास्तोन युद्ध किस देश की राजनीतिक घटना का एक प्रतिबिम्ब थी?,अर्जेन्टीना,इंडोनेशिया,रूस,हैंगौ गुआतों,C,रूस,1917 की बास्तोन युद्ध रूस की राजनीतिक घटना का एक प्रतिबिम्ब था क्योंकि यह रूस की क्रांति का एक भाग था।,1917 की बास्तोन युद्ध रूस की क्रांति का एक भाग था जो रूस की राजनीतिक स्थिति का बदलाव ला दिया।,2026-09-14 13:20:50
GK_HI_0040,Hindi,General Knowledge,विश्व का इतिहास एवं प्रमुख क्रांतियाँ,Medium,1688 की ब्रिटिश राजकीय क्रांति किसकी राजनीतिक घटना का एक प्रतिबिम्ब थी?,हैंगौ गुआतों,फ्रांस,रूस,ब्रिटिश राजवंश,D,ब्रिटिश राजवंश,ब्रिटिश राजकीय क्रांति ब्रिटिश राजवंश की राजनीतिक घटना का एक प्रतिबिम्ब था क्योंकि यह एक राजकीय बदलाव था।,1688 की ब्रिटिश राजकीय क्रांति एक राजकीय बदलाव था जिसके फलस्वरूप एक नई राज्यावली बनी।,2026-09-14 13:20:50
GK_HI_0041,Hindi,General Knowledge,"भारत का भूगोल (नदियाँ, पर्वत, जलवायु, मिट्टियाँ)",Easy,पंजाब का एक महत्वपूर्ण पर्वत कौन-सा है?,कौमिल की गार्गा,कोराखा,हिमाचल,कुमारी की गार्गा,A,कौमिल की गार्गा,कौमिल की गार्गा का नाम आदिम भारतीय धर्मों में प्राचीन राजा कौमिल की पत्नी की गार्गा के नाम पर दिया गया है।,कौमिल की गार्गा एक बड़ा और रहस्यमय पर्वत है जो पंजाब के दक्षिण पूर्व में स्थित है। इसका नाम आदिम भारतीय धर्मों में प्राचीन राजा कौमिल की पत्नी की गार्गा के नाम पर दिया गया है।,2026-09-14 13:21:47
GK_HI_0042,Hindi,General Knowledge,"भारत का भूगोल (नदियाँ, पर्वत, जलवायु, मिट्टियाँ)",Easy,भारत की नदियों में से कौन-सी नदी सबसे लंबी है?,दिल्ली नदी,गंगा नदी,यमुना नदी,कोयला नदी,B,गंगा नदी,गंगा नदी की लंबाई भारत की सबसे लंबी नदी की लंबाई है।,"गंगा नदी भारत की सबसे लंबी नदी है जिसकी लंबाई लगभग 2,525 किलोमीटर है। यह उत्तर प्रदेश के बड़े बादलों से निकलकर बिहार, राजस्थान, अंग्रेज़ी और पश्चिम बंगाल में प्रवाहित होती है।",2026-09-14 13:21:47
GK_HI_0043,Hindi,General Knowledge,"भारत का भूगोल (नदियाँ, पर्वत, जलवायु, मिट्टियाँ)",Easy,भारत का जलवायु बहुप्रकारित है जिसका कारण क्या है?,भारत के विविध तौर पर स्थिति,भारत की अवधि की लंबाई,भारत की दूरी,भारत की उच्च उर्वरिकता,A,भारत के विविध तौर पर स्थिति,भारत के विविध तौर पर स्थिति उसके जलवायु की विविधता का कारण है।,भारत के विविध तौर पर स्थिति के कारण वह अलग-अलग जलवायु के क्षेत्रों में विभाजित होता है। यह उत्तर प्रदेश से दक्षिण भारत तक फैला हुआ है जिसमें आर्द्र भाग और सूखे भाग दोनों दिखाई देते हैं।,2026-09-14 13:21:47
GK_HI_0044,Hindi,General Knowledge,"भारत का भूगोल (नदियाँ, पर्वत, जलवायु, मिट्टियाँ)",Easy,जलवायु की विविधता का कारण भारत में क्या होता है?,समुद्र तट,स्थानीय स्थापित जलवायु प्रणाली,चमक दिहाई,तटस्थ स्थान,B,स्थानीय स्थापित जलवायु प्रणाली,स्थानीय स्थापित जलवायु प्रणाली जलवायु की विविधता का कारण है।,स्थानीय स्थापित जलवायु प्रणाली जलवायु की विविधता का मुख्य कारण है। यह जलवायु फैलाव की प्रक्रिया का एक अभाव है जिसके कारण विभिन्न जलवायु प्रणाली बनती हैं।,2026-09-14 13:21:47
GK_HI_0045,Hindi,General Knowledge,"भारत का भूगोल (नदियाँ, पर्वत, जलवायु, मिट्टियाँ)",Easy,भारत की जंगल जिम्मेदार क्षेत्र वाली राज्य कौन-सी है?,राज्य पंजाब,राज्य मध्य प्रदेश,राज्य गुजरात,राज्य अंतर्गत,D,राज्य अंतर्गत,राज्य अंतर्गत भारत की जंगल जिम्मेदार क्षेत्र का एक अंदाज है।,"राज्य अंतर्गत भारत की जंगल जिम्मेदार क्षेत्र का एक अंदाज है। यह राज्य अंतर्गत भारत के बड़े जंगल जिम्मेदार क्षेत्रों में से एक है जो बड़े अंदाज में राज्य जम्मू और कश्मीर, उत्तर प्रदेश, अंबाला और तमिलनाडु में स्थित है।",2026-09-14 13:21:47
GK_HI_0046,Hindi,General Knowledge,"भारत का भूगोल (नदियाँ, पर्वत, जलवायु, मिट्टियाँ)",Easy,भारत में राष्ट्रीय जलवायु प्रणाली का कौन-सा भाग सबसे बड़ा है?,सुमारा दौलत नदी,विशाल जंगल,मध्य राष्ट्रीय जलवायु प्रणाली,बास्तोन युद्ध,C,मध्य राष्ट्रीय जलवायु प्रणाली,मध्य राष्ट्रीय जलवायु प्रणाली भारत के अधिकतर क्षेत्रों में विस्तारित है।,मध्य राष्ट्रीय जलवायु प्रणाली भारत के अधिकतर क्षेत्रों में विस्तारित है जिसमें विभिन्न जलवायु प्रणाली दिखाई देती हैं। यह भारत के जंगलों और वनाओं का एक महत्वपूर्ण हिस्सा है।,2026-09-14 13:21:47
GK_HI_0047,Hindi,General Knowledge,"भारत का भूगोल (नदियाँ, पर्वत, जलवायु, मिट्टियाँ)",Easy,भारत में जलवायु किस राज्य के अधिकतम तापमान का निर्धारण करती है?,कर्नाटक,महाराष्ट्र,कर्नाटक,कर्नाटक,D,कर्नाटक,कर्नाटक राज्य में बर्फ के कमांद के बाद तापमान अधिकतम होता है।,कर्नाटक राज्य में बर्फ के कमांद के बाद तापमान अधिकतम होता है। यह अल्पांशिक जलवायु का एक उदाहरण है जहाँ अंतरिक्ष ताप और जलवायु प्रणाली लगभग एक साथ होते हैं।,2026-09-14 13:21:47
